"No.","Time","Source","Destination","Protocol","Length","Info"
"46","0.922489","192.168.137.64","142.250.183.206","UDP","82","49422  >  443 Len=40"
"47","0.922614","192.168.137.64","142.250.183.206","UDP","77","49422  >  443 Len=35"
"48","0.922745","192.168.137.64","216.58.203.10","UDP","76","49299  >  443 Len=34"
"49","0.934553","192.168.137.64","142.250.66.10","QUIC","1292","Initial, DCID=bc1c7704b30f1f86, PKN: 1, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, PING, PING, PADDING, CRYPTO, PING, PADDING, PING, PING, PADDING, CRYPTO"
"50","0.940700","142.250.183.206","192.168.137.64","UDP","68","443  >  49422 Len=26"
"51","0.979713","142.250.66.10","192.168.137.64","QUIC","1292","Initial, SCID=bc1c7704b30f1f86, PKN: 1, ACK, PADDING"
"52","1.015534","142.250.66.10","192.168.137.64","QUIC","1292","Protected Payload (KP0)"
"53","1.015534","142.250.66.10","192.168.137.64","QUIC","843","Protected Payload (KP0)"
"54","1.015534","142.250.66.10","192.168.137.64","QUIC","135","Protected Payload (KP0)"
"55","1.017004","192.168.137.64","142.250.66.10","QUIC","121","Handshake, DCID=bc1c7704b30f1f86"
"56","1.017416","192.168.137.64","142.250.66.10","QUIC","75","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"57","1.024351","192.168.137.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"58","1.034517","142.250.66.10","192.168.137.64","QUIC","162","Protected Payload (KP0)"
"59","1.035229","192.168.137.64","142.250.66.10","QUIC","75","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"60","1.060093","192.168.137.64","142.250.66.10","QUIC","111","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"61","1.078120","142.250.66.10","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"62","1.078868","192.168.137.64","142.250.66.10","QUIC","526","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"63","1.097707","142.250.66.10","192.168.137.64","QUIC","71","Protected Payload (KP0)"
"64","1.131347","192.168.137.64","142.250.66.10","QUIC","75","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"65","1.240842","192.168.137.64","142.250.192.4","UDP","483","52713  >  443 Len=441"
"66","1.258232","142.250.192.4","192.168.137.64","UDP","69","443  >  52713 Len=27"
"67","1.284950","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"68","1.300807","192.168.137.64","142.250.66.10","QUIC","75","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"69","1.325366","142.250.192.4","192.168.137.64","UDP","105","443  >  52713 Len=63"
"70","1.325937","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"71","1.326197","192.168.137.64","142.250.192.4","UDP","77","52713  >  443 Len=35"
"72","1.342882","142.250.66.10","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"73","1.358822","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"74","1.365554","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"75","1.371436","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"76","1.372002","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"77","1.384136","142.250.66.10","192.168.137.64","QUIC","334","Protected Payload (KP0)"
"78","1.385147","192.168.137.64","142.250.66.10","QUIC","77","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"79","1.387345","142.250.66.10","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"80","1.392976","192.168.137.64","216.58.203.10","UDP","549","49299  >  443 Len=507"
"81","1.407809","216.58.203.10","192.168.137.64","UDP","72","443  >  49299 Len=30"
"82","1.418095","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"83","1.418520","192.168.137.64","142.250.66.10","QUIC","75","Protected Payload (KP0), DCID=bc1c7704b30f1f86"
"84","1.427766","142.250.66.10","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"85","1.527362","192.168.137.64","192.168.137.1","DNS","78","Standard query 0x4547 A history.google.com"
"86","1.547743","192.168.137.1","192.168.137.64","DNS","198","Standard query response 0x4547 A history.google.com CNAME history.l.google.com A 142.251.12.138 A 142.251.12.139 A 142.251.12.102 A 142.251.12.100 A 142.251.12.101 A 142.251.12.113"
"87","1.566871","192.168.137.64","142.251.12.138","QUIC","1292","Initial, DCID=14407bf6d82d6a9a, PKN: 1, PADDING, PING, PING, PING, PADDING, PING, PADDING, PING, CRYPTO, PADDING, PING, PADDING"
"88","1.619362","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"89","1.638298","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"90","1.643548","142.251.12.138","192.168.137.64","QUIC","1292","Protected Payload (KP0)"
"91","1.643548","142.251.12.138","192.168.137.64","QUIC","828","Protected Payload (KP0)"
"92","1.643548","142.251.12.138","192.168.137.64","QUIC","123","Protected Payload (KP0)"
"93","1.645202","192.168.137.64","142.251.12.138","QUIC","1292","Handshake, DCID=14407bf6d82d6a9a"
"94","1.645443","192.168.137.64","142.251.12.138","QUIC","115","Handshake, DCID=14407bf6d82d6a9a"
"95","1.645748","192.168.137.64","142.251.12.138","QUIC","75","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"96","1.677802","192.168.137.64","142.251.12.138","QUIC","75","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"97","1.701929","216.58.203.10","192.168.137.64","UDP","137","443  >  49299 Len=95"
"98","1.702681","192.168.137.64","216.58.203.10","UDP","79","49299  >  443 Len=37"
"99","1.719693","142.251.12.138","192.168.137.64","QUIC","162","Protected Payload (KP0)"
"100","1.721251","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"101","1.747230","192.168.137.64","142.251.12.138","QUIC","75","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"102","1.769900","192.168.137.64","142.251.12.138","QUIC","112","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"103","1.843136","142.251.12.138","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"104","1.843607","192.168.137.64","142.251.12.138","QUIC","600","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"105","1.916992","142.251.12.138","192.168.137.64","QUIC","71","Protected Payload (KP0)"
"106","1.926006","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"107","1.928708","142.251.12.138","192.168.137.64","QUIC","454","Protected Payload (KP0)"
"108","1.928708","142.251.12.138","192.168.137.64","QUIC","132","Protected Payload (KP0)"
"109","1.929881","192.168.137.64","142.251.12.138","QUIC","77","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"110","1.944005","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"111","1.956913","192.168.137.64","142.251.12.138","QUIC","75","Protected Payload (KP0), DCID=14407bf6d82d6a9a"
"112","1.973611","192.168.137.64","142.250.192.4","UDP","259","52713  >  443 Len=217"
"113","1.988219","142.250.192.4","192.168.137.64","UDP","69","443  >  52713 Len=27"
"114","2.014335","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"115","2.028353","142.251.12.138","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"116","2.057455","142.250.192.4","192.168.137.64","UDP","105","443  >  52713 Len=63"
"117","2.057455","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"118","2.058186","192.168.137.64","142.250.192.4","UDP","77","52713  >  443 Len=35"
"119","2.091008","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"120","2.098468","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"121","2.104030","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"122","2.104613","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"123","2.160274","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"124","2.179673","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"125","2.390072","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"126","2.410333","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"127","2.615692","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"128","2.637058","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"129","2.842390","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"130","2.861890","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"131","2.969622","192.168.137.1","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"132","3.070944","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"133","3.090186","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"134","3.389448","192.168.137.64","142.250.183.35","QUIC","1292","Initial, DCID=0a524c1f9b7b11c8, PKN: 1, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PADDING, CRYPTO, CRYPTO, CRYPTO, PADDING"
"135","3.432664","142.250.183.35","192.168.137.64","QUIC","1292","Initial, SCID=0a524c1f9b7b11c8, PKN: 1, ACK, PADDING"
"136","3.468065","142.250.183.35","192.168.137.64","QUIC","1292","Protected Payload (KP0)"
"137","3.468065","142.250.183.35","192.168.137.64","QUIC","838","Protected Payload (KP0)"
"138","3.468065","142.250.183.35","192.168.137.64","QUIC","105","Protected Payload (KP0)"
"139","3.468567","192.168.137.64","142.250.183.35","QUIC","120","Handshake, DCID=0a524c1f9b7b11c8"
"140","3.468698","192.168.137.64","142.250.183.35","QUIC","75","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"141","3.483221","142.250.183.35","192.168.137.64","QUIC","162","Protected Payload (KP0)"
"142","3.483444","192.168.137.64","142.250.183.35","QUIC","75","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"143","3.496515","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"144","3.514710","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"145","3.515196","192.168.137.64","142.250.183.35","QUIC","111","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"146","3.529944","142.250.183.35","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"147","3.530380","192.168.137.64","142.250.183.35","QUIC","560","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"148","3.545005","142.250.183.35","192.168.137.64","QUIC","71","Protected Payload (KP0)"
"149","3.577690","192.168.137.64","142.250.183.35","QUIC","75","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"150","3.606309","142.250.183.35","192.168.137.64","QUIC","630","Protected Payload (KP0)"
"151","3.606309","142.250.183.35","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"152","3.607147","192.168.137.64","142.250.183.35","QUIC","77","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"153","3.635836","192.168.137.64","142.250.183.35","QUIC","75","Protected Payload (KP0), DCID=0a524c1f9b7b11c8"
"154","3.646507","142.250.183.35","192.168.137.64","QUIC","67","Protected Payload (KP0)"
"155","4.328226","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"156","4.328248","192.168.137.64","35.197.154.200","TCP","55","50922  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1 [TCP segment of a reassembled PDU]"
"157","4.348262","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"158","4.404114","35.197.154.200","192.168.137.64","TCP","66","443  >  50922 [ACK] Seq=1 Ack=2 Win=147 Len=0 SLE=1 SRE=2"
"159","5.175724","192.168.137.64","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"160","5.318466","192.168.137.64","192.168.137.1","DNS","90","Standard query 0x3d76 A nexusrules.officeapps.live.com"
"161","5.339636","192.168.137.1","192.168.137.64","DNS","155","Standard query response 0x3d76 A nexusrules.officeapps.live.com CNAME prod.nexusrules.live.com.akadns.net A 52.109.13.63"
"162","5.341738","192.168.137.64","52.109.13.63","TCP","66","50932  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"163","5.632556","52.109.13.63","192.168.137.64","TCP","66","443  >  50932 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM=1"
"164","5.632709","192.168.137.64","52.109.13.63","TCP","54","50932  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"165","5.633391","192.168.137.64","52.109.13.63","TLSv1.2","251","Client Hello"
"166","5.940979","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=1 Ack=198 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"167","5.940979","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=1461 Ack=198 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"168","5.940979","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=2921 Ack=198 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"169","5.940979","52.109.13.63","192.168.137.64","TLSv1.2","1475","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"170","5.941282","192.168.137.64","52.109.13.63","TCP","54","50932  >  443 [ACK] Seq=198 Ack=5802 Win=66048 Len=0"
"171","5.952961","192.168.137.64","52.109.13.63","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"172","5.953126","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"173","5.972245","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"174","6.183121","192.168.137.64","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"175","6.186568","52.109.13.63","192.168.137.64","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"176","6.193949","192.168.137.64","52.109.13.63","TLSv1.2","707","Application Data"
"177","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=5853 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"178","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=7313 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"179","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=8773 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"180","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=10233 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"181","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=11693 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"182","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=13153 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"183","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=14613 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"184","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=16073 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"185","6.453793","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=17533 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"186","6.454169","192.168.137.64","52.109.13.63","TCP","54","50932  >  443 [ACK] Seq=1009 Ack=18993 Win=66048 Len=0"
"187","6.454758","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=18993 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"188","6.454758","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=20453 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"189","6.454758","52.109.13.63","192.168.137.64","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"190","6.454758","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=23373 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"191","6.454758","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=24833 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"192","6.455030","192.168.137.64","52.109.13.63","TCP","54","50932  >  443 [ACK] Seq=1009 Ack=26293 Win=66048 Len=0"
"193","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=26293 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"194","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=27753 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"195","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=29213 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"196","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=30673 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"197","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=32133 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"198","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=33593 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"199","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=35053 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"200","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=36513 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"201","6.761559","52.109.13.63","192.168.137.64","TLSv1.2","1514","Application Data [TCP segment of a reassembled PDU]"
"202","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=39433 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"203","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=40893 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"204","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=42353 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"205","6.761559","52.109.13.63","192.168.137.64","TCP","1514","443  >  50932 [ACK] Seq=43813 Ack=1009 Win=524544 Len=1460 [TCP segment of a reassembled PDU]"
"206","6.761559","52.109.13.63","192.168.137.64","TLSv1.2","1360","Application Data"
"207","6.761963","192.168.137.64","52.109.13.63","TCP","54","50932  >  443 [ACK] Seq=1009 Ack=46579 Win=66048 Len=0"
"208","7.186087","192.168.137.64","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"209","7.369333","192.168.137.64","3.108.30.176","TLSv1.2","108","Application Data"
"210","7.386096","3.108.30.176","192.168.137.64","TLSv1.2","110","Application Data"
"211","7.433966","192.168.137.64","3.108.30.176","TCP","54","49812  >  443 [ACK] Seq=55 Ack=57 Win=258 Len=0"
"212","7.464914","104.17.115.17","192.168.137.64","TLSv1.2","92","Application Data"
"213","7.465569","192.168.137.64","104.17.115.17","TLSv1.2","96","Application Data"
"214","7.474421","192.168.137.64","142.251.10.188","TCP","55","50326  >  5228 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"215","7.480694","104.17.115.17","192.168.137.64","TCP","54","443  >  49827 [ACK] Seq=39 Ack=43 Win=63 Len=0"
"216","7.552211","142.251.10.188","192.168.137.64","TCP","66","5228  >  50326 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"217","8.191434","192.168.137.64","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"218","9.174747","192.168.137.64","216.58.203.10","UDP","75","49299  >  443 Len=33"
"219","9.194528","216.58.203.10","192.168.137.64","UDP","68","443  >  49299 Len=26"
"220","9.229734","192.168.137.64","52.98.58.50","TCP","54","50929  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"221","9.230827","192.168.137.64","52.113.194.132","TCP","54","50923  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"222","9.231618","192.168.137.64","20.42.73.24","TCP","54","50930  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"223","9.232030","192.168.137.64","52.109.13.63","TCP","54","50932  >  443 [RST, ACK] Seq=1009 Ack=46579 Win=0 Len=0"
"224","9.232711","192.168.137.64","52.111.240.11","TCP","54","50927  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"225","9.232931","192.168.137.64","52.109.56.86","TCP","54","50925  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"226","9.233124","192.168.137.64","52.109.56.86","TCP","54","50926  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"227","9.377177","192.168.137.64","104.17.115.17","UDP","1288","50141  >  443 Len=1246"
"228","9.377462","192.168.137.64","104.17.115.17","UDP","1292","50141  >  443 Len=1250"
"229","9.377635","192.168.137.64","104.17.115.17","UDP","1269","50141  >  443 Len=1227"
"230","9.394727","104.17.115.17","192.168.137.64","UDP","66","443  >  50141 Len=24"
"231","9.424453","104.17.115.17","192.168.137.64","UDP","518","443  >  50141 Len=476"
"232","9.450179","192.168.137.64","104.17.115.17","UDP","87","50141  >  443 Len=45"
"233","10.369815","192.168.137.64","31.13.79.53","TLSv1.2","129","Application Data"
"234","10.387250","31.13.79.53","192.168.137.64","TCP","54","443  >  50738 [ACK] Seq=1 Ack=76 Win=410 Len=0"
"235","10.650287","31.13.79.53","192.168.137.64","TLSv1.2","126","Application Data"
"236","10.698179","192.168.137.64","31.13.79.53","TCP","54","50738  >  443 [ACK] Seq=76 Ack=73 Win=255 Len=0"
"237","10.856416","142.250.183.206","192.168.137.64","UDP","80","443  >  49422 Len=38"
"238","10.866309","192.168.137.64","142.250.183.206","UDP","76","49422  >  443 Len=34"
"239","13.661905","192.168.137.64","142.250.192.4","UDP","238","52713  >  443 Len=196"
"240","13.665351","192.168.137.64","142.250.192.4","UDP","221","52713  >  443 Len=179"
"241","13.683861","142.250.192.4","192.168.137.64","UDP","69","443  >  52713 Len=27"
"242","13.683861","142.250.192.4","192.168.137.64","UDP","69","443  >  52713 Len=27"
"243","13.684407","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"244","13.718511","192.168.137.64","142.250.192.4","UDP","221","52713  >  443 Len=179"
"245","13.733429","142.250.192.4","192.168.137.64","UDP","69","443  >  52713 Len=27"
"246","13.751583","142.250.192.4","192.168.137.64","UDP","105","443  >  52713 Len=63"
"247","13.751583","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"248","13.752112","142.250.192.4","192.168.137.64","UDP","76","443  >  52713 Len=34"
"249","13.752112","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"250","13.752302","192.168.137.64","142.250.192.4","UDP","77","52713  >  443 Len=35"
"251","13.752553","192.168.137.64","142.250.192.4","UDP","77","52713  >  443 Len=35"
"252","13.766542","142.250.192.4","192.168.137.64","UDP","67","443  >  52713 Len=25"
"253","13.780160","192.168.137.64","142.250.192.4","UDP","75","52713  >  443 Len=33"
"254","13.792349","192.168.137.64","142.250.192.4","UDP","241","52713  >  443 Len=199"
"255","13.793015","192.168.137.64","142.250.192.4","UDP","221","52713  >  443 Len=179"
"256","13.804846","142.250.192.4","192.168.137.64","UDP","105","443  >  52713 Len=63"
